iter	Logloss
199	0.5040682947
200	0.5040266097
201	0.5039924153
202	0.5038924091
203	0.5038336998
204	0.5038081664
205	0.5037667154
206	0.5037402997
207	0.5036967722
208	0.5036707385
209	0.5036123415
210	0.5035789011
211	0.5035519728
212	0.5035159711
213	0.5034544762
214	0.5034176039
215	0.503344864
216	0.5033012066
217	0.5032882679
218	0.5032485003
219	0.5032014649
220	0.5031642891
221	0.5030992529
222	0.5030725091
223	0.5030550105
224	0.5030376693
225	0.5029643749
226	0.5029356656
227	0.502908817
228	0.5028727502
229	0.5028422805
230	0.502806715
231	0.5027532967
232	0.5027339101
233	0.5027239798
234	0.5026192192
235	0.5025956397
236	0.5025752854
237	0.502560153
238	0.5025450841
239	0.5025277269
240	0.5024998793
241	0.5024257178
242	0.5023992577
243	0.502357469
244	0.5023414835
245	0.5022869935
246	0.5022484171
247	0.5021852425
248	0.5021495125
249	0.5021046845
250	0.5020758584
251	0.5020447342
252	0.5020140743
253	0.5019735556
254	0.5019541768
255	0.5019224623
256	0.5018710892
257	0.5018406488
258	0.5018204936
259	0.5018020972
260	0.5017837579
261	0.5017006146
262	0.5016819274
263	0.501664951
264	0.5016423118
265	0.5016286903
266	0.5016113295
267	0.5015994647
268	0.5015882792
269	0.5015653836
270	0.5015408409
271	0.5015196244
272	0.5014995902
273	0.5014764662
274	0.5014478207
275	0.5014112282
276	0.5013740035
277	0.501340425
278	0.5013116872
279	0.5013025832
280	0.5012813363
281	0.5012603942
282	0.5012328207
283	0.5011955523
284	0.501173551
285	0.5011420816
286	0.5010931572
287	0.5010788461
288	0.5010477746
289	0.5009988275
290	0.500983571
291	0.5009541509
292	0.5009200327
293	0.5008992019
294	0.5008830621
295	0.5008714038
296	0.5008604637
297	0.5008413281
298	0.5008295625
299	0.5007990201
300	0.5007690629
301	0.5007369793
302	0.5007208168
303	0.5007069305
304	0.500677778
305	0.5006656244
306	0.5006521904
307	0.5006276513
308	0.5005759545
309	0.5005618561
310	0.5005324947
311	0.5004723254
312	0.5004194873
313	0.5003916733
314	0.5003109366
315	0.5002206588
316	0.5001962985
317	0.5001775697
318	0.5001504361
319	0.5001370308
320	0.5001194952
321	0.5000974122
322	0.5000782421
323	0.5000646734
324	0.5000385432
325	0.5000133617
326	0.4999884531
327	0.4999664547
328	0.4999472962
329	0.4999272651
330	0.4999085763
331	0.4998890395
332	0.4998616726
333	0.4998564587
334	0.4998210834
335	0.4997997282
336	0.499747351
337	0.4997299471
338	0.4997056974
339	0.4996838361
340	0.4996576451
341	0.4996323998
342	0.4996183327
343	0.4996002723
344	0.4995805918
345	0.4995585295
346	0.4995362746
347	0.4995237216
348	0.4995016245
349	0.4994754523
350	0.4994605789
351	0.4994200488
352	0.4994100749
353	0.4993866586
354	0.4993538939
355	0.499327476
356	0.4993003422
357	0.4992825801
358	0.4992626635
359	0.4992246385
360	0.4992026661
361	0.4991850797
362	0.4991645291
363	0.4991360733
364	0.4991132056
365	0.4990779015
366	0.4990652885
367	0.4990484109
368	0.4990196647
369	0.4989987805
370	0.4989676929
371	0.4989380025
372	0.4989183827
373	0.498906132
374	0.4988982436
375	0.498876208
376	0.4988533705
377	0.4988420528
378	0.4988251272
379	0.498802518
380	0.4987188244
381	0.4986964696
382	0.4986629223
383	0.4986520284
384	0.4986302779
385	0.4986001486
386	0.4985854019
387	0.4985626501
388	0.4985402383
389	0.4985228035
390	0.4985071594
391	0.4984917518
392	0.4984683968
393	0.4984439701
394	0.4984255782
395	0.4984069156
396	0.4983856709
397	0.4983625194
398	0.4983485881
399	0.4983215072
400	0.4982921274
401	0.4982837515
402	0.4982668724
403	0.4982521663
404	0.4982401831
405	0.4982062254
406	0.4981918065
407	0.4981798687
408	0.4981544748
409	0.4981334681
410	0.498103939
411	0.4980734084
412	0.4980568173
413	0.4980412269
414	0.4980269231
415	0.4980076712
416	0.4979844767
417	0.4979709999
418	0.4979513525
419	0.4979279277
420	0.4979151495
421	0.4977559851
422	0.497723194
423	0.4977048426
424	0.4976886295
425	0.497665682
426	0.4976377256
427	0.4976093164
428	0.4975967117
429	0.4975720875
430	0.4975564611
431	0.4975391361
432	0.4975247327
433	0.4974991545
434	0.4974693678
435	0.497441308
436	0.4974210865
437	0.4974040569
438	0.4973868156
439	0.4973711842
440	0.4973569828
441	0.4973488645
442	0.4973273337
443	0.4973186085
444	0.4972984419
445	0.4972807957
446	0.4972561483
447	0.4972363092
448	0.4972287815
449	0.4972103052
450	0.4971793758
451	0.497144697
452	0.4971325161
453	0.4971103736
454	0.4970902047
455	0.4970609592
456	0.4970443158
457	0.4970262872
458	0.4970135633
459	0.496998405
460	0.4969689259
461	0.4969327426
462	0.4969140862
463	0.4968848848
464	0.4968680363
465	0.4968458271
466	0.4968085758
467	0.4967781604
468	0.4967670714
469	0.4967455699
470	0.4967246976
471	0.4967054399
472	0.4966936748
473	0.4966769544
474	0.4966577972
475	0.4966263148
476	0.4966128292
477	0.4965962943
478	0.4965821191
479	0.4965677378
480	0.4965515248
481	0.4965403727
482	0.4965197785
483	0.4965093183
484	0.4964979571
485	0.49646907
486	0.4964473207
487	0.4964382877
488	0.4964088165
489	0.4963880616
490	0.4963682495
491	0.4963584269
492	0.4963427933
493	0.4963314665
494	0.4963126746
495	0.4962854116
496	0.4962735415
497	0.4961469381
498	0.4961035851
499	0.4960870958
500	0.4960794632
501	0.4960576024
502	0.4960383904
503	0.4960163649
504	0.4960016603
505	0.4959792841
506	0.495952929
507	0.4959360425
508	0.495922236
509	0.4959102586
510	0.4958951722
511	0.4958597099
512	0.4958411818
513	0.4958264529
514	0.4958066742
515	0.4957827731
516	0.4957746092
517	0.4957573023
518	0.4957483086
519	0.4957298068
520	0.4957113673
521	0.4956810936
522	0.4956681264
523	0.4956415139
524	0.4956161607
525	0.4955933049
526	0.4955564541
527	0.4955367964
528	0.4955204277
529	0.4954999911
530	0.4954795273
531	0.4954658619
532	0.4954559145
533	0.495429796
534	0.4954019165
535	0.4953916566
536	0.495378224
537	0.4953561729
538	0.4953326479
539	0.495314147
540	0.4952850707
541	0.4952639242
542	0.4952357982
543	0.4952074428
544	0.4951986726
545	0.4951788362
546	0.4951546348
547	0.4951389035
548	0.4951219765
549	0.49509784
550	0.4950660444
551	0.4950230347
552	0.495002651
553	0.4949870296
554	0.494970438
555	0.4949550116
556	0.49492333
557	0.4949098736
558	0.4948772702
559	0.4948558767
560	0.4948359926
561	0.4948169011
562	0.4947966693
563	0.4947682008
564	0.4947598175
565	0.4947470806
566	0.4947328136
567	0.4947055158
568	0.4946956009
569	0.4946770959
570	0.494666058
571	0.4946504327
572	0.4946269615
573	0.4946157535
574	0.4945863974
575	0.4945621656
576	0.4945439673
577	0.4945225761
578	0.4945025121
579	0.4944767104
580	0.4944461893
581	0.4944330447
582	0.4944145527
583	0.4943897031
584	0.4943790005
585	0.4943636239
586	0.4943453659
587	0.4943288115
588	0.4943185473
589	0.4942972035
590	0.4942836681
591	0.4942693531
592	0.4942497063
593	0.4942320776
594	0.4941260856
595	0.4941073731
596	0.4940968549
597	0.494080414
598	0.494069557
599	0.4940628833
600	0.4940473883
601	0.4940298949
602	0.4940048011
603	0.4939879784
604	0.4939704833
605	0.493949899
606	0.4939271324
607	0.4939046023
608	0.4938879847
609	0.4938739122
610	0.493857371
611	0.4938449522
612	0.4938208675
613	0.493805171
614	0.4937944647
615	0.4937788689
616	0.4937596036
617	0.4937479575
618	0.4937305217
619	0.49369914
620	0.4936795356
621	0.4936602258
622	0.4936274272
623	0.4936133081
624	0.4935771327
625	0.4935681953
626	0.4935498671
627	0.4935007049
628	0.4934842188
629	0.4934672784
630	0.4934598923
631	0.4934381785
632	0.4934174865
633	0.4934029495
634	0.4933759838
635	0.4933600522
636	0.4933534185
637	0.4933408787
638	0.4933267723
639	0.4933026904
640	0.4932887651
641	0.4932812231
642	0.4932499195
643	0.4932281914
644	0.4932137112
645	0.493193569
646	0.4931709878
647	0.4931476843
648	0.4931323143
649	0.4931124425
650	0.4930977914
651	0.4930783704
652	0.4930671733
653	0.4930499227
654	0.4930322882
655	0.4930277036
656	0.4930139209
657	0.4929952185
658	0.49298242
659	0.4929659463
660	0.4929575289
661	0.492947301
662	0.4929310939
663	0.4929174204
664	0.4928384023
665	0.4927587165
666	0.4927348546
667	0.4927212403
668	0.4927005849
669	0.4926835735
670	0.4926612715
671	0.4926472372
672	0.4926337447
673	0.4926155058
674	0.4925959104
675	0.4925840336
676	0.4925695529
677	0.4925537413
678	0.4925390248
679	0.4924974109
680	0.492476946
681	0.4924637925
682	0.4924495319
683	0.4924182227
684	0.4924070723
685	0.4923959993
686	0.4923789122
687	0.4923582445
688	0.4923051143
689	0.4922839433
690	0.4922599861
691	0.492247664
692	0.4922228041
693	0.4922084899
694	0.4921370682
695	0.492121531
696	0.4920920127
697	0.492079701
698	0.4920507884
699	0.4920304444
700	0.4919985385
701	0.4919705151
702	0.4919503156
703	0.4919235827
704	0.4918942602
705	0.4918733699
706	0.4918428382
707	0.4918230005
708	0.4918028883
709	0.4917924657
710	0.4917723765
711	0.4917501074
712	0.4917267508
713	0.4916618802
714	0.491647572
715	0.4916289022
716	0.491619473
717	0.4915989966
718	0.4915818009
719	0.4915546918
720	0.4915318737
721	0.4914979723
722	0.4914880587
723	0.4914683799
724	0.4914492735
725	0.4914448336
726	0.4914280455
727	0.4914134951
728	0.4913870441
729	0.491369352
730	0.4913588898
731	0.4913379168
732	0.4913240459
733	0.4913102787
734	0.4912912107
735	0.4912752261
736	0.4912637587
737	0.4912411176
738	0.491224096
739	0.4912065122
740	0.4911984106
741	0.4911816359
742	0.491166098
743	0.4911469373
744	0.4911305779
745	0.4911136749
746	0.4910961654
747	0.4910800759
748	0.4910625446
749	0.4910370118
750	0.4910245923
751	0.4910118517
752	0.4909997267
753	0.4909862426
754	0.4909656821
755	0.4908602463
756	0.4908224586
757	0.4908030388
758	0.4907842754
759	0.4907685202
760	0.490761014
761	0.4907509721
762	0.4907186279
763	0.4907116241
764	0.490696102
765	0.4906885228
766	0.4906657637
767	0.4906488742
768	0.4906274497
769	0.4906201833
770	0.4905928665
771	0.4905772185
772	0.4905591595
773	0.4905418033
774	0.4905260626
775	0.4905020401
776	0.4904863098
777	0.490482506
778	0.4904718469
779	0.4904549305
780	0.4904383938
781	0.4904191935
782	0.4903992133
783	0.4903797414
784	0.490366921
785	0.4903422399
786	0.4903372708
787	0.490325677
788	0.4902979798
789	0.4902863231
790	0.4902764826
791	0.4902649434
792	0.4902467349
793	0.4902264297
794	0.490209338
795	0.4901964559
796	0.4901848723
797	0.4901696896
798	0.4901484318
799	0.4901233553
800	0.4901018148
801	0.4900849259
802	0.4900614352
803	0.490046952
804	0.4900182684
805	0.4899944076
806	0.4899809178
807	0.4899545629
808	0.4899352699
809	0.4898428806
810	0.4898333617
811	0.4898086095
812	0.4897847971
813	0.4897632504
814	0.4897438677
815	0.4897302767
816	0.4897178678
817	0.489700727
818	0.489688558
819	0.489674572
820	0.4896452657
821	0.4896371647
822	0.4896196122
823	0.4896084516
824	0.489589536
825	0.489567738
826	0.4895434892
827	0.4895325544
828	0.4895089221
829	0.4894928869
830	0.4894782616
831	0.4894569358
832	0.4894314452
833	0.4894084146
834	0.4893913233
835	0.4893763978
836	0.4893489282
837	0.4893359456
838	0.4893304857
839	0.4893051151
840	0.4892742797
841	0.489249089
842	0.4892310144
843	0.4892100401
844	0.489190312
845	0.4891758466
846	0.489159626
847	0.4891394106
848	0.4891187662
849	0.4891020127
850	0.4890751849
851	0.4890548748
852	0.4890396637
853	0.4890278925
854	0.4890147954
855	0.4889969327
856	0.488981731
857	0.488960446
858	0.4889520683
859	0.4889350636
860	0.4889127697
861	0.4888947036
862	0.4888719438
863	0.4888532969
864	0.4888364508
865	0.4888184443
866	0.4887980412
867	0.4887692302
868	0.4887535273
869	0.48873157
870	0.4887171519
871	0.4887056949
872	0.4886839729
873	0.4886615521
874	0.4886332214
875	0.4886228493
876	0.4886001552
877	0.4885786709
878	0.4885619128
879	0.4885409642
880	0.4885327794
881	0.4885064114
882	0.4884928114
883	0.4884583456
884	0.4884529082
885	0.4884333754
886	0.4884166853
887	0.48841013
888	0.4883827623
889	0.4883678334
890	0.4883482908
891	0.488330039
892	0.4883115068
893	0.4882894175
894	0.4882721009
895	0.4882449553
896	0.4882364094
897	0.4882132573
898	0.4881989885
899	0.4881726034
900	0.488161444
901	0.4881290354
902	0.4881052353
903	0.4880823266
904	0.4880698777
905	0.4880450158
906	0.4880257067
907	0.4880123481
908	0.4879990121
909	0.4879856962
910	0.4879658336
911	0.4879498653
912	0.487926387
913	0.4879115172
914	0.4879056348
915	0.487889026
916	0.4878679241
917	0.4878394623
918	0.4878126396
919	0.4877950962
920	0.4877762622
921	0.4877586635
922	0.4877256447
923	0.4877145478
924	0.4876941507
925	0.4876818358
926	0.4876637458
927	0.4876367594
928	0.4876167465
929	0.4876029631
930	0.4875796464
931	0.4875532356
932	0.4875354367
933	0.4875098867
934	0.487496241
935	0.4874805374
936	0.4874647418
937	0.487439992
938	0.4874115221
939	0.4873777235
940	0.4873577291
941	0.4873375458
942	0.4873120536
943	0.4872854466
944	0.4872806715
945	0.4872590937
946	0.4872492812
947	0.4872241428
948	0.4871203324
949	0.4871028665
950	0.4870794515
951	0.4870643619
952	0.4870399448
953	0.4870153886
954	0.4869966291
955	0.4869693145
956	0.4869485021
957	0.4869275748
958	0.4869088531
959	0.4868899131
960	0.4868632154
961	0.4868478131
962	0.4867743924
963	0.4867532956
964	0.486731766
965	0.4867068347
966	0.4866876923
967	0.4866617412
968	0.4866462907
969	0.4866269251
970	0.4866014546
971	0.4865719335
972	0.4865494046
973	0.486538973
974	0.4865064827
975	0.4864873644
976	0.4864607929
977	0.4864424663
978	0.48642382
979	0.4863928973
980	0.4863598764
981	0.4863428028
982	0.4863171657
983	0.4863137256
984	0.4862969101
985	0.4862724849
986	0.4862495692
987	0.4862257528
988	0.4862023376
989	0.4861838548
990	0.4861761406
991	0.4861496725
992	0.4861314761
993	0.4861151615
994	0.4860874811
995	0.4860681817
996	0.486048774
997	0.4860348472
998	0.4860067437
999	0.4859903798
